"TIME,""GEO"",""UNIT"",""SECTOR"",""NA_ITEM"",""Value"",""Flag and Footnotes"""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""10.1"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""9.5"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.7"","""""
"1995,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.7"","""""
"1996,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1996,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1996,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""216,971.7"","""""
"1996,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""187,284.7"","""""
"1996,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""121,450.7"","""""
"1996,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""100,168.5"","""""
"1996,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""53,444.1"","""""
"1996,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""50,275.7"","""""
"1996,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""28,455.3"","""""
"1996,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""28,490.5"","""""
"1996,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1996,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1996,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""209,619.0"","""""
"1996,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""180,938.0"","""""
"1996,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""117,335.0"","""""
"1996,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""96,774.0"","""""
"1996,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""51,633.0"","""""
"1996,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""48,572.0"","""""
"1996,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""27,491.0"","""""
"1996,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""27,525.0"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""42.8"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""37.0"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""24.0"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.8"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""10.6"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""9.9"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.6"","""""
"1996,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.6"","""""
"1997,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1997,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1997,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""215,993.2"","""""
"1997,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""195,904.9"","""""
"1997,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""116,745.3"","""""
"1997,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""101,428.4"","""""
"1997,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""54,676.1"","""""
"1997,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""53,075.3"","""""
"1997,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""30,151.5"","""""
"1997,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""30,271.8"","""""
"1997,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1997,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1997,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""215,345.0"","""""
"1997,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""195,317.0"","""""
"1997,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""116,395.0"","""""
"1997,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""101,124.0"","""""
"1997,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""54,512.0"","""""
"1997,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""52,916.0"","""""
"1997,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""30,061.0"","""""
"1997,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""30,181.0"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""41.5"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""37.6"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""22.4"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.5"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""10.5"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""10.2"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.8"","""""
"1997,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.8"","""""
"1998,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1998,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1998,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""226,572.1"","""""
"1998,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""212,047.8"","""""
"1998,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""121,188.7"","""""
"1998,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""110,221.3"","""""
"1998,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""59,762.3"","""""
"1998,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""57,652.4"","""""
"1998,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""32,965.9"","""""
"1998,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""33,126.1"","""""
"1998,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1998,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1998,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""227,659.0"","""""
"1998,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""213,065.0"","""""
"1998,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""121,770.0"","""""
"1998,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""110,750.0"","""""
"1998,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""60,049.0"","""""
"1998,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""57,929.0"","""""
"1998,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""33,124.0"","""""
"1998,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""33,285.0"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""40.9"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.3"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""21.9"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.9"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""10.8"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""10.4"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.0"","""""
"1998,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.0"","""""
"1999,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"1999,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"1999,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""237,851.0"","""""
"1999,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""230,469.0"","""""
"1999,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""125,497.0"","""""
"1999,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""118,219.0"","""""
"1999,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""66,727.0"","""""
"1999,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""65,687.0"","""""
"1999,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""35,942.0"","""""
"1999,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""35,908.0"","""""
"1999,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"1999,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"1999,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""237,851.0"","""""
"1999,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""230,469.0"","""""
"1999,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""125,497.0"","""""
"1999,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""118,219.0"","""""
"1999,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""66,727.0"","""""
"1999,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""65,687.0"","""""
"1999,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""35,942.0"","""""
"1999,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""35,908.0"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""39.9"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.7"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""21.1"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.8"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""11.2"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""11.0"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.0"","""""
"1999,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.0"","""""
"2000,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2000,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2000,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""253,353.0"","""""
"2000,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""245,833.0"","""""
"2000,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""133,227.0"","""""
"2000,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""125,360.0"","""""
"2000,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""76,629.0"","""""
"2000,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""73,403.0"","""""
"2000,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""37,669.0"","""""
"2000,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""38,253.0"","""""
"2000,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2000,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2000,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""253,353.0"","""""
"2000,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""245,833.0"","""""
"2000,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""133,227.0"","""""
"2000,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""125,360.0"","""""
"2000,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""76,629.0"","""""
"2000,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""73,403.0"","""""
"2000,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""37,669.0"","""""
"2000,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""38,253.0"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""39.1"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""37.9"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""20.6"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.4"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""11.8"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""11.3"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.8"","""""
"2000,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.9"","""""
"2001,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2001,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2001,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""269,274.0"","""""
"2001,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""266,085.0"","""""
"2001,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""139,657.0"","""""
"2001,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""135,304.0"","""""
"2001,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""83,222.0"","""""
"2001,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""78,877.0"","""""
"2001,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""40,524.0"","""""
"2001,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""40,268.0"","""""
"2001,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2001,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2001,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""269,274.0"","""""
"2001,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""266,085.0"","""""
"2001,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""139,657.0"","""""
"2001,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""135,304.0"","""""
"2001,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""83,222.0"","""""
"2001,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""78,877.0"","""""
"2001,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""40,524.0"","""""
"2001,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""40,268.0"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""38.4"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.0"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""19.9"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""19.3"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""11.9"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""11.3"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.8"","""""
"2001,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.7"","""""
"2002,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2002,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2002,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""289,607.0"","""""
"2002,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""287,233.0"","""""
"2002,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""138,775.0"","""""
"2002,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""134,901.0"","""""
"2002,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""99,992.0"","""""
"2002,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""96,324.0"","""""
"2002,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""44,155.0"","""""
"2002,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""43,295.0"","""""
"2002,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2002,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2002,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""289,607.0"","""""
"2002,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""287,233.0"","""""
"2002,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""138,775.0"","""""
"2002,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""134,901.0"","""""
"2002,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""99,992.0"","""""
"2002,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""96,324.0"","""""
"2002,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""44,155.0"","""""
"2002,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""43,295.0"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""38.6"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.3"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.5"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""18.0"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""13.3"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""12.9"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.9"","""""
"2002,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.8"","""""
"2003,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2003,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2003,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""307,871.0"","""""
"2003,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""304,862.0"","""""
"2003,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""144,371.0"","""""
"2003,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""139,144.0"","""""
"2003,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""111,179.0"","""""
"2003,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""107,336.0"","""""
"2003,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""47,665.0"","""""
"2003,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""45,762.0"","""""
"2003,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2003,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2003,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""307,871.0"","""""
"2003,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""304,862.0"","""""
"2003,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""144,371.0"","""""
"2003,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""139,144.0"","""""
"2003,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""111,179.0"","""""
"2003,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""107,336.0"","""""
"2003,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""47,665.0"","""""
"2003,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""45,762.0"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""38.4"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.0"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.0"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.3"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""13.9"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""13.4"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.9"","""""
"2003,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.7"","""""
"2004,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2004,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2004,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""333,736.0"","""""
"2004,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""332,795.0"","""""
"2004,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""159,727.0"","""""
"2004,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""150,786.0"","""""
"2004,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""121,785.0"","""""
"2004,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""121,083.0"","""""
"2004,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""49,285.0"","""""
"2004,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""49,397.0"","""""
"2004,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2004,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2004,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""333,736.0"","""""
"2004,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""332,795.0"","""""
"2004,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""159,727.0"","""""
"2004,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""150,786.0"","""""
"2004,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""121,785.0"","""""
"2004,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""121,083.0"","""""
"2004,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""49,285.0"","""""
"2004,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""49,397.0"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""38.8"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.7"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.6"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.5"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""14.2"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.1"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.7"","""""
"2004,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""5.7"","""""
"2005,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2005,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2005,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""356,857.0"","""""
"2005,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""368,278.0"","""""
"2005,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""163,928.0"","""""
"2005,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""168,576.0"","""""
"2005,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""135,774.0"","""""
"2005,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""133,020.0"","""""
"2005,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""54,720.0"","""""
"2005,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""54,172.0"","""""
"2005,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2005,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2005,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""356,857.0"","""""
"2005,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""368,278.0"","""""
"2005,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""163,928.0"","""""
"2005,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""168,576.0"","""""
"2005,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""135,774.0"","""""
"2005,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""133,020.0"","""""
